,写字楼名称,所在市区,租金,竣工时间,纬度,经度,geometry
1349,炫润国际大厦（国企参股楼盘）,上海市闵行区,2.8-3元/m2/天,2005年8月,31.176568,121.386557,POINT (121.386557 31.176568)
1350,张江创新园（国企楼盘）,上海市浦东区,4-4.8元/m2/天,,31.204359,121.590302,POINT (121.590302 31.204359)
1351,银洲国际商务大厦（国企楼盘）,上海市闵行区,2.7-3元/m2/天,2008年12月,31.184273,121.3759,POINT (121.3759 31.184273)
1352,世纪商贸广场,上海市徐汇区,9-12元/m2/天,2004年,31.215584,121.446962,POINT (121.446962 31.215584)
1353,凤凰大楼（国企楼盘）,上海市徐汇区,4-4.8元/m2/天,2006年,31.160558,121.398284,POINT (121.398284 31.160558)
1354,宇航大厦,上海市虹口区,3.8-4.2元/m2/天,2000年10月1日,31.24576,121.485655,POINT (121.485655 31.24576)
1355,海螺大厦,上海市长宁区,2.5-5元/m2/天,2007年,31.19201,121.420088,POINT (121.420088 31.19201)
1356,半岛科技园,上海市浦东区,4.5-5元/m2/天,2005年6月,31.193276,121.583023,POINT (121.583023 31.193276)
1357,上汽.凯旋坊,上海市长宁区,3.8-4.3元/m2/天,2007年11月,31.207737,121.417868,POINT (121.417868 31.207737)
1358,海博大楼,上海市闸北区,2.7-3.6元/m2/天,2008年,31.303385,121.450344,POINT (121.450344 31.303385)
1359,尚街LOFT双创产业园,上海市浦东区,3-4.5元/m2/天,,31.213945,121.521991,POINT (121.521991 31.213945)
1360,国家会展中心（国企楼盘）,上海市青浦区,3.35-5.9元/m2/天,,31.189963,121.30236,POINT (121.30236 31.189963)
1361,静安中华大厦,上海市静安区,5-6.5元/m2/天,2005年,31.22544,121.44475,POINT (121.44475 31.22544)
1362,中港汇·浦东,上海市浦东区,6-7.5元/m2/天,2014年5月,31.241828,121.557997,POINT (121.557997 31.241828)
1363,尚景天地,上海市宝山区,1.55-4.3元/m2/天,,31.320229,121.475101,POINT (121.475101 31.320229)
1364,市北云立方（国企楼盘）,上海市闸北区,4.5元/m2/天,,31.294797,121.440296,POINT (121.440296 31.294797)
1365,名仕街创意园区（国企楼盘）,上海市闸北区,2.5-3.26元/m2/天,,31.262101,121.44928,POINT (121.44928 31.262101)
1366,JK1933（国企楼盘）,上海市闸北区,6-7.9元/m2/天,2019年12月,31.240421,121.473517,POINT (121.473517 31.240421)
1367,通用大厦（国企楼盘）,上海市闸北区,3.2-3.4元/m2/天,2005年,31.264024,121.459348,POINT (121.459348 31.264024)
1368,机电大厦（国企楼盘）,上海市闸北区,3.8-5元/m2/天,2000年,31.246466,121.452958,POINT (121.452958 31.246466)
1369,金融街融悦中心（国企楼盘）（租售中）,上海市闸北区,6-7元/m2/天,,31.252465,121.453441,POINT (121.453441 31.252465)
1370,胜富仁大厦,上海市闵行区,5元/m2/天,2013年,31.132932,121.40417,POINT (121.40417 31.132932)
1371,新微大厦,上海市嘉定区,3.1-3.5元/m2/天,,31.388156,121.235727,POINT (121.235727 31.388156)
1372,枫林国际大厦二期（国企楼盘）,上海市徐汇区,7元/m2/天,2015年,31.1912,121.458182,POINT (121.458182 31.1912)
1373,杨浦科技大厦（国企楼盘）,上海市杨浦区,2.3-3.9元/m2/天,2000年1月,31.292941,121.518329,POINT (121.518329 31.292941)
1374,七建大厦(国企楼盘）,上海市徐汇区,4.5-7元/m2/天,2000年,31.184206,121.428131,POINT (121.428131 31.184206)
1375,大世界商务大厦,上海市虹口区,3.78-6元/m2/天,2010年10月,31.263262,121.491995,POINT (121.491995 31.263262)
1376,七立方（国企楼盘）,上海市静安区,4.4-7.5元/m2/天,,31.225158,121.457508,POINT (121.457508 31.225158)
1377,800秀创意园（国企楼盘）,上海市静安区,6.5-9元/m2/天,2009年8月,31.233369,121.443716,POINT (121.443716 31.233369)
1378,徐汇瑞创谷（国企楼盘）,上海市徐汇区,4.5-6元/m2/天,,31.157886,121.446363,POINT (121.446363 31.157886)
1379,漕河泾现代服务业园区（国企楼盘）,上海市徐汇区,4.8-6元/m2/天,2010年,31.163109,121.398933,POINT (121.398933 31.163109)
1380,华虹科技园（国企楼盘）,上海市浦东区,4.3-4.5元/m2/天,2014年10月,31.207238,121.585407,POINT (121.585407 31.207238)
1381,集贤中心（国企楼盘）,上海市浦东区,5-5.5元/m2/天,2021年8月,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1382,前滩信德中心（国企楼盘）,上海市浦东区,6.5-8元/m2/天,2021年10月份,31.149715,121.484951,POINT (121.484951 31.149715)
1383,星展银行大厦（国企楼盘）,上海市浦东区,11-15元/m2/天,2009年,31.241068,121.504132,POINT (121.504132 31.241068)
1384,漕河泾软件大厦（国企楼盘）,上海市徐汇区,3.2-3.9元/m2/天,2003年12月,31.178198,121.407607,POINT (121.407607 31.178198)
1385,漕河泾科汇大厦（国企楼盘）,上海市徐汇区,4.5-5.2元/m2/天,2015年12月,31.177562,121.402724,POINT (121.402724 31.177562)
1386,新思大楼（国企楼盘）,上海市徐汇区,3.75-4.6元/m2/天,2008年12月,31.17085,121.398907,POINT (121.398907 31.17085)
1387,新银大厦（国企楼盘）,上海市徐汇区,3.4-4.5元/m2/天,1997年5月,31.171465,121.403456,POINT (121.403456 31.171465)
1388,新研大厦（国企楼盘）,上海市徐汇区,4.5-5.6元/m2/天,2015年12月,31.172544,121.405078,POINT (121.405078 31.172544)
1389,科技产业化大楼（国企楼盘）,上海市徐汇区,3-6元/m2/天,2006年5月,31.171528,121.401921,POINT (121.401921 31.171528)
1390,陆家嘴基金大厦（国企楼盘）,上海市浦东区,8-11.5元/m2/天,2011年3月,31.22383,121.532966,POINT (121.532966 31.22383)
1391,陆家嘴投资大厦（国企楼盘）,上海市浦东区,8.1-9元/m2/天,2011年2月21日,31.221398,121.530963,POINT (121.530963 31.221398)
1392,中国电子?贝岭大厦（国企楼盘）,上海市徐汇区,4.04-5.18元/m2/天,2012年2月,31.17226,121.407454,POINT (121.407454 31.17226)
1393,陆家嘴金融服务广场（国企楼盘）,上海市浦东区,6.7-7.4元/m2/天,2017年,31.217524,121.531068,POINT (121.531068 31.217524)
1394,华鑫慧享城（国企楼盘）,上海市徐汇区,5.3-6.3元/m2/天,2016年,31.170982,121.409882,POINT (121.409882 31.170982)
1395,前滩东方广场一期（国企楼盘）,上海市浦东区,5.5-6.7元/m2/天,2019年Q1,31.149451,121.482318,POINT (121.482318 31.149451)
1396,碧云中心（国企楼盘）,上海市浦东区,5.2-7元/m2/天,,31.25453,121.581032,POINT (121.581032 31.25453)
1397,前滩世贸中心三期（国企楼盘）,上海市浦东区,5.5-6元/m2/天,2018年Q2,31.154757,121.482906,POINT (121.482906 31.154757)
1398,尚秀商务楼(国企楼盘）,上海市徐汇区,3.5-4.6元/m2/天,2000年12月,31.197867,121.44724,POINT (121.44724 31.197867)
1399,城开国际大厦（国企楼盘）,上海市徐汇区,7-8.8元/m2/天,2007年,31.193501,121.431641,POINT (121.431641 31.193501)
1400,前滩东方广场二期（国企楼盘）,上海市浦东区,6-6.5元/m2/天,2019年Q1,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1401,申虹国际大厦（国企楼盘）,上海市长宁区,6-7元/m2/天,2011年,31.195167,121.325229,POINT (121.325229 31.195167)
1402,世纪出版园（国企楼盘）,上海市闵行区,4元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1403,万象企业中心（国企楼盘）,上海市闵行区,5.2-6.7元/m2/天,2020年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1404,梅陇华鑫天地(国企楼盘租售中),上海市闵行区,3元/m2/天,2023年6月,31.110554,121.424202,POINT (121.424202 31.110554)
1405,科技绿洲四期（国企楼盘）,上海市徐汇区,6.1元/m2/天,2021年,31.163023,121.393105,POINT (121.393105 31.163023)
1406,科技绿洲三期（国企楼盘）,上海市徐汇区,5-6.6元/m2/天,2015年11月,31.165111,121.386247,POINT (121.386247 31.165111)
1407,福申大厦（国企楼盘）,上海市黄浦区,4.5-4.8元/m2/天,1996年,31.231193,121.482786,POINT (121.482786 31.231193)
1408,海尚世界智慧天地（国企楼盘）,上海市杨浦区,3.3-3.5元/m2/天,2020年12月底,31.325438,121.524364,POINT (121.524364 31.325438)
1409,上海财经大学国家大学科技园（国企楼盘）,上海市杨浦区,2.5-3.79元/m2/天,2015年9月,31.29808,121.491766,POINT (121.491766 31.29808)
1410,越界祥德里（国企楼盘）,上海市虹口区,4元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1411,虹口新业坊·智立方（国企楼盘）,上海市虹口区,4.4-6.6元/m2/天,2018年初,31.293096,121.466429,POINT (121.466429 31.293096)
1412,同叶大厦（国企楼盘）,上海市杨浦区,2.5-3.1元/m2/天,2008年1月,31.276795,121.515235,POINT (121.515235 31.276795)
1413,东纺谷创意园（国企楼盘）,上海市杨浦区,2.9元/m2/天,,31.259047,121.531757,POINT (121.531757 31.259047)
1414,复旦科技园大厦（国企楼盘）,上海市杨浦区,3.9-4.6元/m2/天,2006年4月8日,31.287067,121.508399,POINT (121.508399 31.287067)
1415,鑫民园区（国企楼盘）,上海市杨浦区,2.4-3.2元/m2/天,2018年2月,31.292762,121.551499,POINT (121.551499 31.292762)
1416,家化金融大厦（国企楼盘）,上海市虹口区,5-5.5元/m2/天,1998年1月,31.24428,121.491002,POINT (121.491002 31.24428)
1417,燕舞东方大厦（国企楼盘）,上海市杨浦区,4.5-7元/m2/天,2017年,31.260021,121.517772,POINT (121.517772 31.260021)
1418,逐源大厦（国企楼盘）,上海市虹口区,5.8-8元/m2/天,2017年9月,31.249898,121.511612,POINT (121.511612 31.249898)
1419,长海商务楼（国企楼盘）,上海市杨浦区,2.5-4元/m2/天,1993年,31.309055,121.520872,POINT (121.520872 31.309055)
1420,三角地艺术园（国企楼盘）,上海市虹口区,5.5元/m2/天,,31.255274,121.490639,POINT (121.490639 31.255274)
1421,1929艺术空间（国企楼盘）,上海市虹口区,2.9-5元/m2/天,2013年1月,31.248626,121.502009,POINT (121.502009 31.248626)
1422,荣广商务中心（国企楼盘）,上海市杨浦区,2.8-3.6元/m2/天,2008年,31.259623,121.514646,POINT (121.514646 31.259623)
1423,8号桥二期（国企楼盘）,上海市黄浦区,6.8-12元/m2/天,2007年9,31.202934,121.482342,POINT (121.482342 31.202934)
1424,上海文化商厦（国企楼盘）,上海市黄浦区,3.3-3.8元/m2/天,2001年,31.233215,121.484092,POINT (121.484092 31.233215)
1425,江南智造生活广场（国企楼盘）,上海市黄浦区,4.6-5元/m2/天,2009年,31.201734,121.483072,POINT (121.483072 31.201734)
1426,东方美谷917（国企楼盘）,上海市黄浦区,4.5-6.8元/m2/天,2015年,31.193603,121.470798,POINT (121.470798 31.193603)
1427,百谷源商务中心（国企楼盘）,上海市黄浦区,2.9-7元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1428,江南造船大厦写字楼(国企楼盘,上海市黄浦区,3.9-5元/m2/天,2001年,31.197568,121.476771,POINT (121.476771 31.197568)
1429,静工创意176空间（国企楼盘）,上海市黄浦区,6-6.8元/m2/天,2018年,31.207298,121.488954,POINT (121.488954 31.207298)
1430,世博滨江大厦·北座（国企楼盘）,上海市黄浦区,8-9元/m2/天,2019年底,31.202414,121.493322,POINT (121.493322 31.202414)
1431,宁东大厦（国企楼盘）,上海市黄浦区,3-4元/m2/天,1995年1月,31.229823,121.484847,POINT (121.484847 31.229823)
1432,长江新能源大厦（国企楼盘）,上海市黄浦区,6.2-7.8元/m2/天,2011年5月,31.233457,121.478236,POINT (121.478236 31.233457)
1433,张江大厦（国企项目）,上海市浦东区,5元/m2/天,,31.20558,121.58482,POINT (121.58482 31.20558)
1434,E朋汇绿色科技园,上海市杨浦区,3.2-4.5元/m2/天,2015年,31.259936,121.525929,POINT (121.525929 31.259936)
1435,旭辉企业大厦,上海市普陀区,7.9-9.4元/m2/天,2021年11月,31.239851,121.438838,POINT (121.438838 31.239851)
1436,丁香国际商业中心,上海市浦东区,8.5-9元/m2/天,2015年,31.225683,121.552165,POINT (121.552165 31.225683)
1437,领展企业广场,上海市黄浦区,9.8-16元/m2/天,,31.220432,121.47646,POINT (121.47646 31.220432)
1438,新理想大厦,上海市闸北区,5.5-7.5元/m2/天,2016年,31.251592,121.458672,POINT (121.458672 31.251592)
1439,祥腾财富广场,上海市闸北区,1.63-5.06元/m2/天,2010年,31.293399,121.4471,POINT (121.4471 31.293399)
1440,财富国际广场,上海市杨浦区,2-5.9元/m2/天,2011年,31.28747,121.519044,POINT (121.519044 31.28747)
1441,耀光中环国际广场,上海市普陀区,2.8-4.15元/m2/天,2009年12月,31.265928,121.378023,POINT (121.378023 31.265928)
1442,佳兆业金融中心,上海市浦东区,7.4-9元/m2/天,2019年,31.226353,121.548472,POINT (121.548472 31.226353)
1443,文广大厦（国企楼盘）,上海市长宁区,7-7.7元/m2/天,2011年,31.197027,121.407081,POINT (121.407081 31.197027)
1444,光大安石中心,上海市杨浦区,5.5-7.5元/m2/天,2018年8月30日,31.255582,121.51544,POINT (121.51544 31.255582)
1445,三湘·未来海岸,上海市杨浦区,3.65元/m2/天,2010年,31.315906,121.50664,POINT (121.50664 31.315906)
1446,绿地海外滩中心,上海市黄浦区,3.22-5.8元/m2/天,2011年,31.192833,121.473936,POINT (121.473936 31.192833)
1447,国华国际广场,上海市杨浦区,4.8-5元/m2/天,,31.311313,121.511731,POINT (121.511731 31.311313)
1448,上海商务中心,上海市虹口区,3元/m2/天,1993年3月,31.285625,121.492826,POINT (121.492826 31.285625)
1449,大之商波汇科技园（G60数字光谷）,上海市松江区,1.5元/m2/天,2022年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1450,上海国际包装印刷城,上海市普陀区,1.7-3.25元/m2/天,2004年,31.268528,121.379698,POINT (121.379698 31.268528)
1451,曹杨经贸大厦,上海市普陀区,3-3.3元/m2/天,2006年,31.234834,121.38954,POINT (121.38954 31.234834)
1452,和源企业广场,上海市闸北区,5.5-7.51元/m2/天,2015年,31.288108,121.452573,POINT (121.452573 31.288108)
1453,中海万锦城,上海市闸北区,5.15元/m2/天,,31.248793,121.46089,POINT (121.46089 31.248793)
1454,金城大厦,上海市闸北区,3-3.92元/m2/天,2006年,31.243275,121.468887,POINT (121.468887 31.243275)
1455,创客邦宝钢基地,上海市宝山区,2.2-2.4元/m2/天,2019年,31.384689,121.486105,POINT (121.486105 31.384689)
1456,新虹桥捷运大厦,上海市长宁区,2.8-4元/m2/天,1999年,31.212929,121.397728,POINT (121.397728 31.212929)
1457,安莉芳大厦,上海市杨浦区,4.5-8.5元/m2/天,2010年,31.258782,121.513041,POINT (121.513041 31.258782)
1458,晶采世纪大厦,上海市静安区,5.5-6.5元/m2/天,2005年,31.226489,121.461562,POINT (121.461562 31.226489)
1459,轻工国际大厦,上海市虹口区,2.3-3.5元/m2/天,1997年1月,31.261881,121.491565,POINT (121.491565 31.261881)
1460,海上财智商务中心,上海市杨浦区,2.2元/m2/天,2006年6月8日,31.29187,121.520378,POINT (121.520378 31.29187)
1461,创智坊,上海市杨浦区,4.6-5.42元/m2/天,2000年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1462,创享塔,上海市普陀区,5.5-7.48元/m2/天,2018年9月,31.237467,121.431536,POINT (121.431536 31.237467)
1463,金大地商务楼,上海市虹口区,3.2-3.5元/m2/天,,31.27139,121.498644,POINT (121.498644 31.27139)
1464,新茂大楼,上海市徐汇区,3.8-4.5元/m2/天,2002年12月,31.16185,121.396558,POINT (121.396558 31.16185)
1465,静安嘉里中心,上海市静安区,13-16.8元/m2/天,,31.224248,121.45076,POINT (121.45076 31.224248)
1466,冉东商务中心,上海市闵行区,2.5-3.5元/m2/天,2014年,31.168005,121.385136,POINT (121.385136 31.168005)
1467,金地威新·闵行科创园(莘庄园),上海市闵行区,2.8-3.2元/m2/天,2021年11月,31.084612,121.378416,POINT (121.378416 31.084612)
1468,网电大厦,上海市长宁区,3.2-4元/m2/天,2018年1月,31.229488,121.351795,POINT (121.351795 31.229488)
1469,金钟大厦,上海市徐汇区,5.6-6.2元/m2/天,1995年10月,31.19972,121.449387,POINT (121.449387 31.19972)
1470,THE WEAVE 吴界（锦都大厦）,上海市徐汇区,7.5-9元/m2/天,2021年改造,31.199667,121.44604,POINT (121.44604 31.199667)
1471,智慧湾四期,上海市宝山区,2.5-3.5元/m2/天,2020年,31.345091,121.431394,POINT (121.431394 31.345091)
1472,上海丽婴房营运总部大楼,上海市闵行区,3.8-4.5元/m2/天,2013年,31.135024,121.36229,POINT (121.36229 31.135024)
1473,波司登大厦,上海市杨浦区,3-4.2元/m2/天,2013年,31.308909,121.518493,POINT (121.518493 31.308909)
1474,普联大厦,上海市浦东区,4-6.9元/m2/天,2000年8月,31.233314,121.520828,POINT (121.520828 31.233314)
1475,SameWak盛醒,上海市静安区,5-7.8元/m2/天,2017年5月,31.239631,121.461529,POINT (121.461529 31.239631)
1476,前社NEXXUS（租售中）,上海市黄浦区,6-8.7元/m2/天,2019年9月正式开业,31.214769,121.484995,POINT (121.484995 31.214769)
1477,葛洲坝·虹桥玉兰国际,上海市青浦区,1.9元/m2/天,2021年,31.171558,121.094252,POINT (121.094252 31.171558)
1478,长也·云境,上海市闵行区,2.2-3元/m2/天,2022年5月,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1479,法兰桥创意园,上海市虹口区,2.5-6.5元/m2/天,2009年8月,31.265537,121.489077,POINT (121.489077 31.265537)
1480,春秋国际大厦,上海市长宁区,5.5-6元/m2/天,,31.21191,121.419468,POINT (121.419468 31.21191)
1481,幕天创智园,上海市浦东区,3.2元/m2/天,2021年,31.2653,121.63171,POINT (121.63171 31.2653)
1482,东方慧谷,上海市嘉定区,0.9-2.7元/m2/天,,31.333198,121.29221,POINT (121.29221 31.333198)
1483,东阔颐园197,上海市闵行区,3-7.37元/m2/天,2018年,31.110296,121.373779,POINT (121.373779 31.110296)
1484,北水湾大厦,上海市嘉定区,1.8-2元/m2/天,2013年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1485,石油天然气大厦,上海市静安区,4.5-4.9元/m2/天,,31.23289,121.454571,POINT (121.454571 31.23289)
1486,瑞力大厦(爱美高大厦),上海市徐汇区,8-10.5元/m2/天,1997年,31.212381,121.450358,POINT (121.450358 31.212381)
1487,中邦艾格美,上海市静安区,5.5-8.5元/m2/天,,31.226497,121.463724,POINT (121.463724 31.226497)
1488,堡尼中心,上海市闸北区,3.4-4.2元/m2/天,2008年,31.296283,121.442106,POINT (121.442106 31.296283)
1489,黄浦中心大厦,上海市黄浦区,6.2-6.6元/m2/天,2008年,31.220542,121.48392,POINT (121.48392 31.220542)
