,写字楼名称,所在市区,租金,竣工时间,纬度,经度,geometry
0,森兰美奂大厦(国企楼盘VR看房)(租售中),上海市浦东区,3-6.6元/m2/天,2019年9月30号,31.313477,121.591477,POINT (121.591477 31.313477)
1,湾谷科技园（VR看房）,上海市杨浦区,2.3-5.5元/m2/天,2014年,31.34077,121.505673,POINT (121.505673 31.34077)
2,昇PARK创意园,上海市宝山区,2.3-3.9元/m2/天,2017年6月,31.295881,121.409597,POINT (121.409597 31.295881)
3,万金中心（租售中）,上海市闵行区,4.3-5.93元/m2/天,2021年,31.159502,121.355313,POINT (121.355313 31.159502)
4,盛大天地源创谷（VR看房）,上海市浦东区,3.8-4.9元/m2/天,,31.171835,121.606207,POINT (121.606207 31.171835)
5,上海长宁国际发展广场,上海市长宁区,7-10元/m2/天,2019年,31.20002,121.420981,POINT (121.420981 31.20002)
6,浦发大厦,上海市浦东区,8.5-12元/m2/天,,31.234419,121.512014,POINT (121.512014 31.234419)
7,天会商务广场（VR看房）,上海市长宁区,5-5.8元/m2/天,2014年11月1日,31.220708,121.353906,POINT (121.353906 31.220708)
8,星荟中心(VR看房),上海市虹口区,7.2-12元/m2/天,2016年,31.244868,121.486561,POINT (121.486561 31.244868)
9,环球港(VR看房),上海市普陀区,6.5-9.8元/m2/天,,31.232633,121.412301,POINT (121.412301 31.232633)
10,吉汇大厦(VR看房),上海市虹口区,5.6-9元/m2/天,2015年7月28号,31.252145,121.487438,POINT (121.487438 31.252145)
11,嘉宁国际大厦（VR看房）,上海市长宁区,7.5-8.8元/m2/天,,31.21717,121.436647,POINT (121.436647 31.21717)
12,星光耀广场（租售中）,上海市普陀区,4.5-5.5元/m2/天,2019年,31.256141,121.407274,POINT (121.407274 31.256141)
13,浦江国际金融广场（VR看房）,上海市虹口区,6.2-10.5元/m2/天,2014年,31.250157,121.510621,POINT (121.510621 31.250157)
14,外滩金融中心BFC(VR看房),上海市黄浦区,11-20.6元/m2/天,,31.227001,121.497278,POINT (121.497278 31.227001)
15,虹桥嘉汇（VR看房）,上海市长宁区,4.3-5.5元/m2/天,2017年9月,31.206206,121.317945,POINT (121.317945 31.206206)
16,虹桥汇（租售中）（VR看房）,上海市长宁区,6-8.1元/m2/天,2017年,31.198316,121.314787,POINT (121.314787 31.198316)
17,万象城（国企楼盘VR看房）,上海市闵行区,4.6-6.7元/m2/天,2015年7月,31.169585,121.369888,POINT (121.369888 31.169585)
18,浦江科技广场（VR看房）（部分国企楼盘）,上海市闵行区,2.8-4元/m2/天,,31.096105,121.508001,POINT (121.508001 31.096105)
19,上海军弘谷科创园（VR看房）（国企楼盘）,上海市杨浦区,3-3.5元/m2/天,,31.296312,121.489511,POINT (121.489511 31.296312)
20,上海环普云创国际科技园（VR看房）,上海市闵行区,1.7-2.2元/m2/天,2017年12月,31.08102,121.522685,POINT (121.522685 31.08102)
21,虹桥万科中心（VR看房）,上海市长宁区,7-9元/m2/天,2016年3月,31.196806,121.314989,POINT (121.314989 31.196806)
22,东方万国企业中心（VR看房）,上海市浦东区,4-4.8元/m2/天,,31.255884,121.62072,POINT (121.62072 31.255884)
23,上海世茂大厦（VR看房）,上海市浦东区,8-9.5元/m2/天,2017年,31.221927,121.515927,POINT (121.515927 31.221927)
24,恒汇国际大厦（VR看房）,上海市闸北区,5.5-6.6元/m2/天,2010年7月,31.245543,121.453015,POINT (121.453015 31.245543)
25,中海国际中心(VR看房),上海市黄浦区,8-12元/m2/天,2017年,31.211264,121.477151,POINT (121.477151 31.211264)
26,普洛斯盛银大厦（VR看房）,上海市浦东区,4.5-5.2元/m2/天,2012年,31.205358,121.629156,POINT (121.629156 31.205358)
27,阳光滨江中心,上海市徐汇区,5-7.8元/m2/天,2020年7月,31.179838,121.459408,POINT (121.459408 31.179838)
28,普洛斯大厦（VR看房）,上海市浦东区,7.5-9元/m2/天,2017年10月,31.241608,121.555617,POINT (121.555617 31.241608)
29,环智国际大厦（VR看房）,上海市闸北区,6.8-7.5元/m2/天,2012年,31.243679,121.455005,POINT (121.455005 31.243679)
30,上海环球都会广场（VR看房）,上海市浦东区,6-8.5元/m2/天,2017年12月,31.168923,121.473843,POINT (121.473843 31.168923)
31,东方维京大厦（VR看房）,上海市长宁区,6.5-15元/m2/天,2008年,31.206096,121.399259,POINT (121.399259 31.206096)
32,中骏广场二期,上海市长宁区,4.3-5.5元/m2/天,2017年10月,31.212621,121.31466,POINT (121.31466 31.212621)
33,中骏·天悦中心,上海市普陀区,4.3-4.9元/m2/天,2019年6月,31.253792,121.403063,POINT (121.403063 31.253792)
34,浦东软件园三林园（国企楼盘VR看房）,上海市浦东区,3.6元/m2/天,2019年5月,31.11869,121.524079,POINT (121.524079 31.11869)
35,双狮汇(原一方大厦)(VR看房),上海市虹口区,6.2-9元/m2/天,2017年6月,31.248964,121.497326,POINT (121.497326 31.248964)
36,恒基688广场(VR看房),上海市静安区,8.42-11元/m2/天,2014年,31.231162,121.465049,POINT (121.465049 31.231162)
37,九洲中心（VR看房）,上海市浦东区,3.7-4.8元/m2/天,2018年2月,31.194253,121.623839,POINT (121.623839 31.194253)
38,星汇广场（VR看房）（国企楼盘）,上海市杨浦区,2.1-4.25元/m2/天,2014年,31.319859,121.505303,POINT (121.505303 31.319859)
39,虹桥万创中心,上海市闵行区,4-5.8元/m2/天,2021年,31.159324,121.35544,POINT (121.35544 31.159324)
40,恒基名人商业大厦(VR看房),上海市黄浦区,8.4-10元/m2/天,2010年,31.2373,121.484595,POINT (121.484595 31.2373)
41,南苏55（VR看房）,上海市闸北区,3.8-7.3元/m2/天,,31.239642,121.461606,POINT (121.461606 31.239642)
42,泰德科技园,上海市宝山区,2-4.3元/m2/天,,31.352771,121.433887,POINT (121.433887 31.352771)
43,多媒体大厦（VR看房）,上海市闸北区,3.8-4元/m2/天,,31.277363,121.440337,POINT (121.440337 31.277363)
44,虹梅国际广场（VR看房）,上海市徐汇区,4.5-5.6元/m2/天,2017年,31.169558,121.416621,POINT (121.416621 31.169558)
45,弘源创新中心(VR看房),上海市杨浦区,4.2-6元/m2/天,2012年,31.305156,121.510737,POINT (121.510737 31.305156)
46,国媒中心(VR看房)（国企楼盘）,上海市闸北区,3-4.5元/m2/天,2020年10月份,31.263177,121.447492,POINT (121.447492 31.263177)
47,缤谷大厦（国企楼盘VR看房）,上海市长宁区,6.3元/m2/天,2019年,31.213488,121.385069,POINT (121.385069 31.213488)
48,弘源科创大厦（VR看房）,上海市浦东区,4-4.8元/m2/天,2017年改造,31.222071,121.63764,POINT (121.63764 31.222071)
49,东虹桥中心（央企楼盘）,上海市长宁区,5.5-7.7元/m2/天,2021年,31.194123,121.354428,POINT (121.354428 31.194123)
50,1788国际中心(VR看房),上海市静安区,9-12元/m2/天,2011年,31.222264,121.444364,POINT (121.444364 31.222264)
51,尚品都汇（国企楼盘VR看房）,上海市长宁区,4.4-4.9元/m2/天,2014年11月,31.225975,121.3565,POINT (121.3565 31.225975)
52,嘉地中心(VR看房),上海市静安区,9-12元/m2/天,2012年,31.230964,121.45649,POINT (121.45649 31.230964)
53,置汇旭辉广场（VR看房）,上海市浦东区,7-9元/m2/天,2017年底,31.241328,121.556409,POINT (121.556409 31.241328)
54,IBP国际商务花园一期（国企楼盘),上海市长宁区,3.5-4.7元/m2/天,2009年12月,31.231001,121.350319,POINT (121.350319 31.231001)
55,联东U谷·上海宝山国际企业港（VR看房）,上海市宝山区,0.85-1.6元/m2/天,2018年1月,31.454157,121.340901,POINT (121.340901 31.454157)
56,联东U谷·宝山科创中心（VR看房）,上海市宝山区,1.4-2元/m2/天,2018年,31.303298,121.344139,POINT (121.344139 31.303298)
57,滨江道（VR看房）,上海市浦东区,7.5-10元/m2/天,2018年,31.243169,121.525105,POINT (121.525105 31.243169)
58,浦江科技广场三期（VR看房）,上海市闵行区,3-4.4元/m2/天,2017年底,31.097977,121.510248,POINT (121.510248 31.097977)
59,尚浦中心（VR看房）,上海市杨浦区,5.8-7.5元/m2/天,2014年,31.316472,121.508478,POINT (121.508478 31.316472)
60,嘉华中心（VR看房）,上海市徐汇区,11-13元/m2/天,2005年,31.21591,121.456513,POINT (121.456513 31.21591)
61,上海智城（VR看房）-南汇,上海市浦东区,1.5-2.1元/m2/天,2015年11月,31.033458,121.687963,POINT (121.687963 31.033458)
62,XNode(静安空间),上海市静安区,1588-33600元/月,1996年,31.219767,121.444177,POINT (121.444177 31.219767)
63,GWS普隆空间（VR看房）,上海市浦东区,8000-68263元/月,2017年10月,31.241608,121.555617,POINT (121.555617 31.241608)
64,氪空间KrSpace(K11社区)（VR看房）,上海市黄浦区,2500-13475元/月,2002年11月,31.222686,121.474108,POINT (121.474108 31.222686)
65,氪空间KrSpace(延安东路社区)（VR看房）,上海市黄浦区,4480-58800元/月,2001年,31.230299,121.482018,POINT (121.482018 31.230299)
66,Arcc Spaces艾克商务中心(外滩金融中心)（VR看房）,上海市黄浦区,6055-146788元/月,,31.227001,121.497278,POINT (121.497278 31.227001)
67,Arcc Spaces艾克商务中心(静安嘉里中心)（VR看房）,上海市静安区,7340-37500元/月,,31.224248,121.45076,POINT (121.45076 31.224248)
68,Arcc Spaces艾克商务中心(泰康保险大厦)（VR看房）,上海市浦东区,9000-100000元/月,,31.23036,121.517463,POINT (121.517463 31.23036)
69,Wework(星荟中心),上海市虹口区,4000-174000元/月,2016年,31.244868,121.486561,POINT (121.486561 31.244868)
70,世服宏图(博华广场)（VR看房）,上海市静安区,1600-42500元/月,2018年,31.235939,121.462371,POINT (121.462371 31.235939)
71,WeWork(尚嘉中心)（VR看房）,上海市长宁区,2500-57200元/月,2012年,31.205713,121.407631,POINT (121.407631 31.205713)
72,WeWork(上海招商局广场)（VR看房）,上海市静安区,4300-157300元/月,1998年,31.227663,121.467027,POINT (121.467027 31.227663)
73,万科安亭集广场（VR看房）,上海市嘉定区,1.8-2元/m2/天,2010年,31.269612,121.173672,POINT (121.173672 31.269612)
74,惠恪商务中心（VR看房）,上海市浦东区,2000-20000元/月,,31.228672,121.520797,POINT (121.520797 31.228672)
75,星公馆（VR看房）,上海市浦东区,9-11元/m2/天,2017年1月,31.232787,121.557416,POINT (121.557416 31.232787)
76,WeWork(富汇大厦)（VR看房）,上海市浦东区,8100-97500元/月,2018年6月,31.233952,121.514584,POINT (121.514584 31.233952)
77,极社空间（VR看房）,上海市黄浦区,7800-15400元/月,2005年,31.229997,121.485496,POINT (121.485496 31.229997)
78,氪空间KrSpace(华山路社区)（VR看房）,上海市静安区,15200-84050元/月,2016年,31.218521,121.446301,POINT (121.446301 31.218521)
79,联东U谷青浦国际企业港（VR看房）,上海市青浦区,1.3元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
80,德事商务中心(太古汇一座)（VR看房）,上海市静安区,23200-523800元/月,,31.22846,121.463607,POINT (121.463607 31.22846)
81,德事商务中心(未来资产大厦)（VR看房）,上海市浦东区,40000-48000元/月,2007年8月,31.234256,121.500894,POINT (121.500894 31.234256)
82,德事商务中心(企业天地5号楼)（VR看房）,上海市黄浦区,7000-168000元/月,2015年,31.220532,121.479507,POINT (121.479507 31.220532)
83,德事商务中心(世纪商贸广场)（VR看房）,上海市徐汇区,7000-135000元/月,2004年,31.215584,121.446962,POINT (121.446962 31.215584)
84,德事商务中心(上海国金中心2期)（VR看房）,上海市浦东区,9000-104203元/月,2010年,31.235106,121.503713,POINT (121.503713 31.235106)
85,锦绣申江（国企楼盘）,上海市浦东区,2.5-6元/m2/天,2012年,31.242225,121.62207,POINT (121.62207 31.242225)
86,五角场万达广场,上海市杨浦区,3.2-5.86元/m2/天,2006年,31.299482,121.513994,POINT (121.513994 31.299482)
87,仲益大厦,上海市静安区,4.2-8.8元/m2/天,2012年6月,31.231086,121.466266,POINT (121.466266 31.231086)
88,鲁能国际中心（国企楼盘）,上海市浦东区,5.5-8.8元/m2/天,2016年,31.18069,121.487532,POINT (121.487532 31.18069)
89,长三角电商中心,上海市长宁区,3.2-5.2元/m2/天,2018年,31.206256,121.323424,POINT (121.323424 31.206256)
90,源深金融大厦,上海市浦东区,6-8.3元/m2/天,2019年10月,31.235613,121.533304,POINT (121.533304 31.235613)
91,上海招商局大厦（部分国企楼盘）,上海市浦东区,5-9.86元/m2/天,1997年,31.236661,121.509733,POINT (121.509733 31.236661)
92,建滔企业广场,上海市长宁区,2-4.5元/m2/天,2015年11月,31.224793,121.355981,POINT (121.355981 31.224793)
93,科创1号,上海市宝山区,2.2-3元/m2/天,2021年12月,31.35291,121.437058,POINT (121.437058 31.35291)
94,隆和大厦,上海市闵行区,2.2-3.8元/m2/天,2012年,31.126173,121.351669,POINT (121.351669 31.126173)
95,莱蒙国际中心,上海市杨浦区,2.3-3.9元/m2/天,,31.338827,121.501762,POINT (121.501762 31.338827)
96,中金国际广场,上海市徐汇区,5.8-12.9元/m2/天,2009年5月,31.191001,121.438836,POINT (121.438836 31.191001)
97,海创汇创新园,上海市宝山区,2.1-5.3元/m2/天,,31.309211,121.393941,POINT (121.393941 31.309211)
98,中瑞商务大厦,上海市普陀区,3.3-4.5元/m2/天,,31.243602,121.425046,POINT (121.425046 31.243602)
99,SOHO东海广场（热推租售中）,上海市静安区,5.01-9.02元/m2/天,2009年,31.226697,121.449252,POINT (121.449252 31.226697)
100,虹桥国际展汇,上海市长宁区,3.5-6.5元/m2/天,2018年8月,31.212158,121.324268,POINT (121.324268 31.212158)
101,中庚环球创意中心,上海市闵行区,4.6-12元/m2/天,,31.129806,121.399897,POINT (121.399897 31.129806)
102,虹桥1819（国企楼盘）,上海市闵行区,4.2-5元/m2/天,,31.168517,121.365189,POINT (121.365189 31.168517)
103,长江软件园,上海市宝山区,1.98-3.5元/m2/天,2012年底,31.332753,121.484827,POINT (121.484827 31.332753)
104,凯德闵行商业中心（原凯德闵行龙之梦）,上海市闵行区,3.9-5.9元/m2/天,,31.107505,121.378127,POINT (121.378127 31.107505)
105,金融广场,上海市黄浦区,6-7.8元/m2/天,1999年,31.234873,121.483694,POINT (121.483694 31.234873)
106,尚大国际中心,上海市宝山区,2.5-2.9元/m2/天,,31.315879,121.408384,POINT (121.408384 31.315879)
107,上海绿地中心一期（租售中）,上海市徐汇区,4.5-7.95元/m2/天,2011年,31.18657,121.457451,POINT (121.457451 31.18657)
108,科恩国际中心,上海市静安区,4-5.6元/m2/天,2002年,31.224354,121.457386,POINT (121.457386 31.224354)
109,鸿运大厦,上海市普陀区,3.2-4.4元/m2/天,2001年,31.243215,121.416266,POINT (121.416266 31.243215)
110,熊猫豪车汇广场,上海市青浦区,0.95-4元/m2/天,,31.151363,121.22733,POINT (121.22733 31.151363)
111,智创TOP,上海市普陀区,4.5-5.8元/m2/天,2022年,31.273419,121.377381,POINT (121.377381 31.273419)
112,华滋奔腾大厦,上海市宝山区,2.95-3.3元/m2/天,2013 年,31.335703,121.495215,POINT (121.495215 31.335703)
113,明悦大厦,上海市浦东区,4.8-6.77元/m2/天,2008年,31.242606,121.557139,POINT (121.557139 31.242606)
114,华润时代广场,上海市浦东区,6.5-8.5元/m2/天,1995年,31.226695,121.518414,POINT (121.518414 31.226695)
115,宇培虹桥智慧物流产业园,上海市长宁区,2.9-4.5元/m2/天,,31.204564,121.324377,POINT (121.324377 31.204564)
116,大众东朔空间,上海市闸北区,2.1-4元/m2/天,2019年,31.290532,121.436894,POINT (121.436894 31.290532)
117,现所.创邑MIX,上海市长宁区,6.66-20元/m2/天,2021年改造完成,31.210517,121.405244,POINT (121.405244 31.210517)
118,锦辉大厦,上海市徐汇区,3.2-4.5元/m2/天,2011年12月,31.18904,121.420013,POINT (121.420013 31.18904)
119,七宝宝龙城（租售中）,上海市闵行区,4-5.2元/m2/天,2016年11月,31.158871,121.355174,POINT (121.355174 31.158871)
120,西虹桥德必易园,上海市青浦区,2.45-3.6元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
121,龙湖蓝海引擎科创中心,上海市闵行区,2.5-2.8元/m2/天,2020年3月底,31.02635,121.416142,POINT (121.416142 31.02635)
122,中港汇·黄浦(原长城金融大厦),上海市黄浦区,5-9.5元/m2/天,2012年,31.204328,121.471539,POINT (121.471539 31.204328)
123,Uyao55余姚55（国企楼盘）,上海市静安区,6-12元/m2/天,,31.235888,121.443771,POINT (121.443771 31.235888)
124,静安东贤大厦,上海市闸北区,3.8-5.3元/m2/天,2017年12月,31.29715,121.458483,POINT (121.458483 31.29715)
125,虹桥自贸城,上海市松江区,2.7-3.7元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
126,君庭广场,上海市杨浦区,4.5-5.5元/m2/天,2017年5月底,31.310706,121.506015,POINT (121.506015 31.310706)
127,大宁中心广场三期（国企参股楼盘）,上海市闸北区,3.8-5.6元/m2/天,2016年,31.279982,121.441024,POINT (121.441024 31.279982)
128,仙乐斯广场,上海市黄浦区,5.2-10元/m2/天,2011年,31.230874,121.469405,POINT (121.469405 31.230874)
129,汇达商务园,上海市徐汇区,2.8-4.5元/m2/天,2011年,31.140977,121.448988,POINT (121.448988 31.140977)
130,禹州金桥国际,上海市浦东区,1.56-5元/m2/天,2007年,31.253517,121.613142,POINT (121.613142 31.253517)
131,虹桥阿里中心,上海市长宁区,2.5-6元/m2/天,2017年,31.204913,121.31401,POINT (121.31401 31.204913)
132,远东国际广场,上海市长宁区,4.5-6.6元/m2/天,1999年,31.206085,121.401654,POINT (121.401654 31.206085)
133,沪港国际大厦,上海市徐汇区,3.99-4.99元/m2/天,1998年,31.191302,121.447934,POINT (121.447934 31.191302)
134,永久1940·iHUB创意产业园,上海市宝山区,2.2-3.9元/m2/天,2019年9月,31.298572,121.410124,POINT (121.410124 31.298572)
135,莲谷科技园,上海市闵行区,1.3-2.8元/m2/天,2015年,31.062733,121.432629,POINT (121.432629 31.062733)
136,圣诺亚大厦（国企楼盘）,上海市普陀区,3.3-4.7元/m2/天,2002年,31.232309,121.376848,POINT (121.376848 31.232309)
137,中铁诺德国际中心（国企楼盘）,上海市闵行区,3.2-5.1元/m2/天,2015年,31.122709,121.363047,POINT (121.363047 31.122709)
138,上海招商局广场,上海市静安区,5.5-7.2元/m2/天,1998年,31.227663,121.467027,POINT (121.467027 31.227663)
139,宝安大厦,上海市浦东区,4.2-6.2元/m2/天,2001年,31.226393,121.52419,POINT (121.52419 31.226393)
140,张江集电港,上海市浦东区,2.9-4.5元/m2/天,,31.22274,121.636431,POINT (121.636431 31.22274)
141,江程资产大厦,上海市闸北区,4-5.6元/m2/天,2017年6月,31.279796,121.426532,POINT (121.426532 31.279796)
142,东方金融广场,上海市浦东区,7-9.15元/m2/天,2012年,31.229255,121.523229,POINT (121.523229 31.229255)
